BioProject	balance_value	group	disease
PRJNA674451	19.7592095282016	BV- (19)	BV
PRJNA674451	0	BV- (19)	BV
PRJNA674451	3.44762499272261	BV+ (26)	BV
PRJNA674451	3.51281944829245	BV+ (26)	BV
PRJNA674451	5.92301513082069	BV+ (26)	BV
PRJNA674451	-1.0818799830432	BV+ (26)	BV
PRJNA674451	3.63490095555173	BV+ (26)	BV
PRJNA674451	-0.29168163178692	BV+ (26)	BV
PRJNA674451	-2.51146102881527	BV+ (26)	BV
PRJNA674451	3.2731509951398	BV+ (26)	BV
PRJNA674451	-2.79829576570696	BV+ (26)	BV
PRJNA674451	-1.63131027186498	BV+ (26)	BV
PRJNA674451	17.005684467485	BV- (19)	BV
PRJNA674451	-1.09917512873185	BV+ (26)	BV
PRJNA674451	-1.98748742039835	BV+ (26)	BV
PRJNA674451	-12.3368326625624	BV+ (26)	BV
PRJNA674451	0	BV+ (26)	BV
PRJNA674451	7.58574129769915	BV+ (26)	BV
PRJNA674451	8.1692542794375	BV+ (26)	BV
PRJNA674451	12.7273258030555	BV+ (26)	BV
PRJNA674451	0.635406687375315	BV+ (26)	BV
PRJNA674451	-14.5312526353659	BV+ (26)	BV
PRJNA674451	5.79912749343978	BV+ (26)	BV
PRJNA674451	9.32845690317383	BV- (19)	BV
PRJNA674451	-3.91075885253537	BV+ (26)	BV
PRJNA674451	-0.545019677585815	BV- (19)	BV
PRJNA674451	6.72766080777766	BV- (19)	BV
PRJNA674451	-1.19454420041409	BV- (19)	BV
PRJNA674451	6.5975175297581	BV- (19)	BV
PRJNA674451	11.4189873077026	BV- (19)	BV
PRJNA674451	20.8226196244036	BV- (19)	BV
PRJNA674451	9.61384634027093	BV- (19)	BV
PRJNA674451	9.18887742840336	BV- (19)	BV
PRJNA674451	9.06098217024985	BV- (19)	BV
PRJNA674451	11.5058086495622	BV- (19)	BV
PRJNA674451	10.4122949675521	BV- (19)	BV
PRJNA841837	NA	BV+ (26)	BV
PRJNA841837	NA	BV+ (26)	BV
PRJNA841837	NA	BV+ (26)	BV
PRJNA841837	NA	BV+ (26)	BV
PRJNA841837	NA	BV+ (26)	BV
PRJNA792044	6.18466143347921	PPROM (48)	PPROM
PRJNA792044	11.312761339683	PPROM (48)	PPROM
PRJNA792044	11.511293751146	PPROM (48)	PPROM
PRJNA792044	15.4778887935183	PPROM (48)	PPROM
PRJNA792044	3.10837443422145	PPROM (48)	PPROM
PRJNA792044	9.09914943325176	PPROM (48)	PPROM
PRJNA792044	-2.34407664472856	PPROM (48)	PPROM
PRJNA792044	10.082853021448	PPROM (48)	PPROM
PRJNA792044	4.40985342491689	PPROM (48)	PPROM
PRJNA792044	17.5400843239349	PPROM (48)	PPROM
PRJNA792044	11.5106505122969	Control (52)	PPROM
PRJNA792044	17.6629567964286	PPROM (48)	PPROM
PRJNA792044	9.85527428842566	PPROM (48)	PPROM
PRJNA792044	16.9137196240881	PPROM (48)	PPROM
PRJNA792044	5.0184535871293	PPROM (48)	PPROM
PRJNA792044	1.25730112681203	PPROM (48)	PPROM
PRJNA792044	9.0113993473767	PPROM (48)	PPROM
PRJNA792044	11.489860081888	PPROM (48)	PPROM
PRJNA792044	8.03320947973171	PPROM (48)	PPROM
PRJNA792044	7.98315320988572	PPROM (48)	PPROM
PRJNA792044	8.61969012171115	PPROM (48)	PPROM
PRJNA792044	6.98671429961898	Control (52)	PPROM
PRJNA792044	20.2728580333415	PPROM (48)	PPROM
PRJNA792044	11.4822006979721	PPROM (48)	PPROM
PRJNA792044	18.3181854848696	PPROM (48)	PPROM
PRJNA792044	17.7487389702402	PPROM (48)	PPROM
PRJNA792044	7.78956211946409	PPROM (48)	PPROM
PRJNA792044	10.3765314006909	PPROM (48)	PPROM
PRJNA792044	8.77578798558162	PPROM (48)	PPROM
PRJNA792044	8.38502262768186	PPROM (48)	PPROM
PRJNA792044	4.55191808796025	PPROM (48)	PPROM
PRJNA792044	10.1606098647711	PPROM (48)	PPROM
PRJNA792044	7.74423395156991	Control (52)	PPROM
PRJNA792044	17.6930683374092	PPROM (48)	PPROM
PRJNA792044	3.63859193860487	PPROM (48)	PPROM
PRJNA792044	6.86912238126773	PPROM (48)	PPROM
PRJNA792044	6.48403317345414	PPROM (48)	PPROM
PRJNA792044	8.82011637464517	PPROM (48)	PPROM
PRJNA792044	1.49188639105468	PPROM (48)	PPROM
PRJNA792044	6.87380453925469	PPROM (48)	PPROM
PRJNA792044	6.22216548307187	PPROM (48)	PPROM
PRJNA792044	1.68851934371984	PPROM (48)	PPROM
PRJNA792044	0.154337883636734	PPROM (48)	PPROM
PRJNA792044	4.49569209750372	Control (52)	PPROM
PRJNA792044	2.05791753829792	PPROM (48)	PPROM
PRJNA792044	-0.681862109528193	PPROM (48)	PPROM
PRJNA792044	8.88809686278871	PPROM (48)	PPROM
PRJNA792044	5.54439926646646	PPROM (48)	PPROM
PRJNA792044	8.91096584619902	PPROM (48)	PPROM
PRJNA792044	10.2484319612462	PPROM (48)	PPROM
PRJNA792044	1.24534266503306	PPROM (48)	PPROM
PRJNA792044	3.85294654199808	PPROM (48)	PPROM
PRJNA792044	3.73570896274878	Control (52)	PPROM
PRJNA792044	-4.4462162626082	Control (52)	PPROM
PRJNA792044	9.0282430576424	Control (52)	PPROM
PRJNA792044	5.23415473617577	Control (52)	PPROM
PRJNA792044	8.01493636374293	Control (52)	PPROM
PRJNA792044	-1.25736490299359	Control (52)	PPROM
PRJNA792044	7.98928467225557	Control (52)	PPROM
PRJNA792044	0	Control (52)	PPROM
PRJNA792044	0	Control (52)	PPROM
PRJNA792044	18.0596851051054	Control (52)	PPROM
PRJNA792044	22.0127452497067	Control (52)	PPROM
PRJNA792044	12.112101879985	Control (52)	PPROM
PRJNA792044	16.6191788298478	Control (52)	PPROM
PRJNA792044	6.9977032437717	Control (52)	PPROM
PRJNA792044	5.47915929231004	Control (52)	PPROM
PRJNA792044	7.64373214873087	Control (52)	PPROM
PRJNA792044	6.34234854081677	Control (52)	PPROM
PRJNA792044	-1.66764365739281	Control (52)	PPROM
PRJNA792044	6.91214531525197	Control (52)	PPROM
PRJNA792044	17.618449890489	Control (52)	PPROM
PRJNA792044	10.2721523870925	Control (52)	PPROM
PRJNA792044	8.3130588344101	Control (52)	PPROM
PRJNA792044	8.34736718820432	Control (52)	PPROM
PRJNA792044	11.4665937667051	Control (52)	PPROM
PRJNA792044	0	Control (52)	PPROM
PRJNA792044	5.85677876829509	Control (52)	PPROM
PRJNA792044	6.88231263690827	Control (52)	PPROM
PRJNA792044	8.53202742227587	Control (52)	PPROM
PRJNA792044	18.4120912021315	Control (52)	PPROM
PRJNA792044	6.68751283648424	Control (52)	PPROM
PRJNA792044	8.43773781080928	Control (52)	PPROM
PRJNA792044	8.3080738647031	Control (52)	PPROM
PRJNA792044	8.04822549933434	Control (52)	PPROM
PRJNA792044	8.63830523142677	Control (52)	PPROM
PRJNA792044	-1.6056269946529	Control (52)	PPROM
PRJNA792044	11.5112607652636	Control (52)	PPROM
PRJNA792044	4.9918251269569	Control (52)	PPROM
PRJNA792044	0	Control (52)	PPROM
PRJNA792044	10.7735335781787	Control (52)	PPROM
PRJNA792044	11.5120681572679	Control (52)	PPROM
PRJNA792044	14.0449923942418	Control (52)	PPROM
PRJNA792044	-1.22208222625366	Control (52)	PPROM
PRJNA792044	9.19598406832184	Control (52)	PPROM
PRJNA792044	22.1634362177303	Control (52)	PPROM
PRJNA792044	11.5115129729499	Control (52)	PPROM
PRJNA792044	15.7908631128338	Control (52)	PPROM
PRJNA792044	8.67083107459233	Control (52)	PPROM
PRJNA792044	6.70937494524313	Control (52)	PPROM
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.24850801463528	Abnormal (149)	TCT
PRJNA914231	18.3660877455966	Abnormal (149)	TCT
PRJNA914231	19.2945449145338	Abnormal (149)	TCT
PRJNA914231	17.1750587676902	Abnormal (149)	TCT
PRJNA914231	22.9646377932018	Abnormal (149)	TCT
PRJNA914231	-1.45779186409018	Abnormal (149)	TCT
PRJNA914231	-4.09002526075367	Abnormal (149)	TCT
PRJNA914231	20.0278207941792	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.84934597513106	Abnormal (149)	TCT
PRJNA914231	19.9832530218773	Abnormal (149)	TCT
PRJNA914231	-1.45619954288037	Abnormal (149)	TCT
PRJNA914231	-2.91612273309727	Abnormal (149)	TCT
PRJNA914231	-6.79407320961825	Abnormal (149)	TCT
PRJNA914231	-1.29094500220749	Abnormal (149)	TCT
PRJNA914231	-1.4052176028841	Abnormal (149)	TCT
PRJNA914231	-1.54212821851868	Abnormal (149)	TCT
PRJNA914231	-4.33385906150609	Abnormal (149)	TCT
PRJNA914231	12.8000895294555	Abnormal (149)	TCT
PRJNA914231	-2.84788734737247	Abnormal (149)	TCT
PRJNA914231	-2.88147755931293	Abnormal (149)	TCT
PRJNA914231	-12.4392794058948	Abnormal (149)	TCT
PRJNA914231	-11.0785167636549	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	15.9812459451576	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	12.1987712214749	Abnormal (149)	TCT
PRJNA914231	-9.20623615813279	Abnormal (149)	TCT
PRJNA914231	14.0194265526509	Abnormal (149)	TCT
PRJNA914231	18.9321958968412	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	22.9667778988154	Abnormal (149)	TCT
PRJNA914231	-4.55408795474513	Abnormal (149)	TCT
PRJNA914231	10.8249410877023	Normal (19)	TCT
PRJNA914231	18.3250033510174	Abnormal (149)	TCT
PRJNA914231	21.8473249423312	Normal (19)	TCT
PRJNA914231	13.6441388972903	Abnormal (149)	TCT
PRJNA914231	21.651192425457	Normal (19)	TCT
PRJNA914231	15.4690394086847	Abnormal (149)	TCT
PRJNA914231	18.9411590412444	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	20.0437919582867	Abnormal (149)	TCT
PRJNA914231	6.23226555801313	Normal (19)	TCT
PRJNA914231	-9.9354559062669	Normal (19)	TCT
PRJNA914231	-3.0044791675583	Abnormal (149)	TCT
PRJNA914231	-10.5791509289156	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.65407211844942	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	14.7020355255174	Abnormal (149)	TCT
PRJNA914231	16.4551384794623	Abnormal (149)	TCT
PRJNA914231	-1.4219017559239	Abnormal (149)	TCT
PRJNA914231	-1.34727457211292	Abnormal (149)	TCT
PRJNA914231	13.9396811184124	Abnormal (149)	TCT
PRJNA914231	-2.43715812570668	Abnormal (149)	TCT
PRJNA914231	23.0026861351491	Abnormal (149)	TCT
PRJNA914231	12.7660454802715	Abnormal (149)	TCT
PRJNA914231	21.786393543689	Abnormal (149)	TCT
PRJNA914231	22.8790678096509	Abnormal (149)	TCT
PRJNA914231	-1.44044648790793	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	15.1865050690063	Abnormal (149)	TCT
PRJNA914231	20.0196473630476	Abnormal (149)	TCT
PRJNA914231	14.4712944308777	Abnormal (149)	TCT
PRJNA914231	22.9766318573364	Abnormal (149)	TCT
PRJNA914231	-2.65398205901013	Abnormal (149)	TCT
PRJNA914231	-1.4331593207781	Abnormal (149)	TCT
PRJNA914231	-1.25919521276059	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-5.46670539343152	Abnormal (149)	TCT
PRJNA914231	-5.76987500862218	Abnormal (149)	TCT
PRJNA914231	-4.21223120045777	Abnormal (149)	TCT
PRJNA914231	-2.9111420942839	Abnormal (149)	TCT
PRJNA914231	-2.70642492766624	Abnormal (149)	TCT
PRJNA914231	16.9769319969067	Abnormal (149)	TCT
PRJNA914231	-9.8674309020276	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	13.4708703113097	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	16.2276367053143	Abnormal (149)	TCT
PRJNA914231	10.4156884636641	Abnormal (149)	TCT
PRJNA914231	0	Normal (19)	TCT
PRJNA914231	-2.56625746538834	Abnormal (149)	TCT
PRJNA914231	-3.9615623602258	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	0	Normal (19)	TCT
PRJNA914231	-2.94729942521019	Normal (19)	TCT
PRJNA914231	22.9846264546698	Normal (19)	TCT
PRJNA914231	23.0258509299405	Normal (19)	TCT
PRJNA914231	-1.51672081862231	Normal (19)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.26089147569114	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.75364503990977	Abnormal (149)	TCT
PRJNA914231	-5.57330434119021	Abnormal (149)	TCT
PRJNA914231	-7.10054544919362	Abnormal (149)	TCT
PRJNA914231	12.2700708911021	Normal (19)	TCT
PRJNA914231	-1.40864824692395	Abnormal (149)	TCT
PRJNA914231	-3.95106659566568	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-9.87525211848141	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-8.67721547883458	Abnormal (149)	TCT
PRJNA914231	-2.71463738157879	Abnormal (149)	TCT
PRJNA914231	0	Normal (19)	TCT
PRJNA914231	19.6710983015681	Normal (19)	TCT
PRJNA914231	-2.61261693779209	Abnormal (149)	TCT
PRJNA914231	15.2790930497577	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.93521870435022	Abnormal (149)	TCT
PRJNA914231	-1.43447721331981	Abnormal (149)	TCT
PRJNA914231	-4.29224739184114	Abnormal (149)	TCT
PRJNA914231	-1.47114314695254	Abnormal (149)	TCT
PRJNA914231	-5.80423409959026	Abnormal (149)	TCT
PRJNA914231	-3.97844716478455	Abnormal (149)	TCT
PRJNA914231	-4.38828875731041	Abnormal (149)	TCT
PRJNA914231	-1.45336776921271	Abnormal (149)	TCT
PRJNA914231	-1.12784797308526	Abnormal (149)	TCT
PRJNA914231	-1.44139324434291	Abnormal (149)	TCT
PRJNA914231	20.793240351783	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.31210803266985	Abnormal (149)	TCT
PRJNA914231	10.6965369892023	Abnormal (149)	TCT
PRJNA914231	22.7900973189818	Normal (19)	TCT
PRJNA914231	22.164335216936	Normal (19)	TCT
PRJNA914231	20.2635159095444	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.2652216641831	Abnormal (149)	TCT
PRJNA914231	-2.81334731243044	Abnormal (149)	TCT
PRJNA914231	17.8809661103342	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.3598337400475	Normal (19)	TCT
PRJNA914231	17.3063591615791	Normal (19)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	19.801694952001	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.55055106473358	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-14.1112826772338	Abnormal (149)	TCT
PRJNA914231	-1.2588785934822	Abnormal (149)	TCT
PRJNA914231	14.9040813890181	Abnormal (149)	TCT
PRJNA914231	21.613492643335	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-5.7370734236025	Abnormal (149)	TCT
PRJNA914231	-1.30004803839153	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-2.55535607684995	Abnormal (149)	TCT
PRJNA914231	-1.41389661321955	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-4.2729200710032	Abnormal (149)	TCT
PRJNA914231	21.5972466039226	Abnormal (149)	TCT
PRJNA914231	-6.87819156727279	Abnormal (149)	TCT
PRJNA914231	19.7213174844574	Abnormal (149)	TCT
PRJNA914231	-4.32915031220574	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	9.97835358352718	Abnormal (149)	TCT
PRJNA914231	-5.58871595469841	Abnormal (149)	TCT
PRJNA914231	-13.7357984677522	Abnormal (149)	TCT
PRJNA914231	22.6799433390944	Normal (19)	TCT
PRJNA914231	22.9168907980464	Abnormal (149)	TCT
PRJNA914231	17.3748160121508	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA914231	-1.24994716673273	Abnormal (149)	TCT
PRJNA914231	0	Abnormal (149)	TCT
PRJNA1046567	22.4738181167295	HPV- (17)	HPV
PRJNA1046567	21.2876474838003	HPV- (17)	HPV
PRJNA1046567	10.5558207901854	HPV+ (25)	HPV
PRJNA1046567	18.2179623192621	HPV- (17)	HPV
PRJNA1046567	2.34760969038236	HPV+ (25)	HPV
PRJNA1046567	4.77720005870611	HPV+ (25)	HPV
PRJNA1046567	11.5141561872224	HPV+ (25)	HPV
PRJNA1046567	14.4096722661642	HPV+ (25)	HPV
PRJNA1046567	9.58139084978729	HPV+ (25)	HPV
PRJNA1046567	10.0669141932831	HPV+ (25)	HPV
PRJNA1046567	12.0294127193679	HPV+ (25)	HPV
PRJNA1046567	6.32779610727774	HPV+ (25)	HPV
PRJNA1046567	2.86298393789965	HPV+ (25)	HPV
PRJNA1046567	7.51059106866171	HPV+ (25)	HPV
PRJNA1046567	9.88241527818657	HPV- (17)	HPV
PRJNA1046567	11.3249405466024	HPV+ (25)	HPV
PRJNA1046567	11.2570937493612	HPV+ (25)	HPV
PRJNA1046567	21.9955698152866	HPV+ (25)	HPV
PRJNA1046567	19.7788153138441	HPV+ (25)	HPV
PRJNA1046567	2.52835176628509	HPV- (17)	HPV
PRJNA1046567	14.8972737583008	HPV+ (25)	HPV
PRJNA1046567	22.8202636402881	HPV- (17)	HPV
PRJNA1046567	16.9048790418026	HPV- (17)	HPV
PRJNA1046567	10.1731940662087	HPV- (17)	HPV
PRJNA1046567	20.0098312953041	HPV- (17)	HPV
PRJNA1046567	22.7778514130593	HPV- (17)	HPV
PRJNA1046567	-10.2650340791595	HPV- (17)	HPV
PRJNA1046567	22.9435694952644	HPV- (17)	HPV
PRJNA1046567	20.0049294906687	HPV- (17)	HPV
PRJNA1046567	17.262624347876	HPV+ (25)	HPV
PRJNA1046567	16.1719170554523	HPV+ (25)	HPV
PRJNA1046567	12.8363431032827	HPV+ (25)	HPV
PRJNA1046567	21.0268603731815	HPV+ (25)	HPV
PRJNA1046567	15.5077874323229	HPV+ (25)	HPV
PRJNA1046567	17.0556011432821	HPV+ (25)	HPV
PRJNA1046567	4.97061587614392	HPV+ (25)	HPV
PRJNA1046567	9.79737442450548	HPV+ (25)	HPV
PRJNA1046567	9.78794897922934	HPV+ (25)	HPV
PRJNA1046567	14.1073555309488	HPV- (17)	HPV
PRJNA1046567	14.7986962223097	HPV- (17)	HPV
PRJNA1046567	3.52532565497463	HPV- (17)	HPV
PRJNA1046567	18.8788172641995	HPV- (17)	HPV
